Frame_name,track_id,x_min_norm,y_min_norm,x_max_norm,y_max_norm,class_label,direction,confidence_detection,inference_time_detection (ms),FPS (CPU),FPS (GPU),confidence_track,inference_time_track (ms),payload_label,prob_harmful,
FUSED_BIRD_078_000048,1,0.66875,0.226562,0.709375,0.273438,0,0,0.8396,290.33,11,55,0,0,harmful,0.9741,
FUSED_BIRD_078_000049,1,0.66875,0.230469,0.709375,0.273438,0,0,0.6598,283.73,11,55,0,0,harmful,0.9732,
FUSED_BIRD_078_000050,1,0.66875,0.230469,0.709375,0.273438,0,0,0.6591,283.28,11,56,0,0,harmful,0.9737,
FUSED_BIRD_078_000051,1,0.66875,0.230469,0.709375,0.273438,0,0,0.7598,297.11,11,54,0,0,harmful,0.9742,
FUSED_BIRD_078_000052,1,0.671875,0.234375,0.7125,0.28125,0,0,0.8482,287.13,11,53,0,0,harmful,0.9716,
FUSED_BIRD_078_000053,1,0.671875,0.234375,0.7125,0.277344,0,0,0.8017,294.52,11,53,0,0,harmful,0.9737,
FUSED_BIRD_078_000054,1,0.671875,0.234375,0.7125,0.28125,0,0,0.7888,281.4,11,53,0,0,harmful,0.9739,
FUSED_BIRD_078_000055,1,0.671875,0.234375,0.7125,0.277344,0,0,0.8056,318.65,11,53,0,0,harmful,0.9717,
FUSED_BIRD_078_000056,1,0.671875,0.234375,0.7125,0.28125,0,0,0.7882,282.52,11,54,0,0,harmful,0.9737,
FUSED_BIRD_078_000057,1,0.671875,0.234375,0.7125,0.28125,0,0,0.817,286.75,11,55,0,0,harmful,0.9739,
FUSED_BIRD_078_000058,1,0.675,0.238281,0.715625,0.28125,0,0,0.7738,294.37,11,55,0,0,harmful,0.9756,
FUSED_BIRD_078_000059,1,0.675,0.238281,0.715625,0.28125,0,0,0.8303,279.79,11,56,0,0,harmful,0.9739,
FUSED_BIRD_078_000060,1,0.675,0.234375,0.715625,0.28125,0,0,0.7654,282.68,11,55,0,0,harmful,0.974,
FUSED_BIRD_078_000061,1,0.678125,0.238281,0.715625,0.28125,0,0,0.8177,289.61,11,54,0,0,harmful,0.9757,
FUSED_BIRD_078_000062,1,0.675,0.238281,0.715625,0.28125,0,0,0.5919,289.7,11,54,0,0,harmful,0.9739,
FUSED_BIRD_078_000063,1,0.675,0.234375,0.715625,0.28125,0,0,0.7657,292.85,11,54,0,0,harmful,0.9741,
FUSED_BIRD_078_000064,1,0.675,0.242188,0.715625,0.289062,0,0,0.678,287.75,11,54,0,0,harmful,0.9751,
FUSED_BIRD_078_000065,1,0.675,0.242188,0.715625,0.289062,0,0,0.8108,281.46,11,52,0,0,harmful,0.9739,
FUSED_BIRD_078_000066,1,0.678125,0.246094,0.715625,0.289062,0,0,0.7752,282.63,11,51,0,0,harmful,0.9742,
FUSED_BIRD_078_000067,1,0.678125,0.246094,0.715625,0.289062,0,0,0.7629,316.12,11,52,0,0,harmful,0.9763,
FUSED_BIRD_078_000068,1,0.678125,0.246094,0.715625,0.289062,0,0,0.7246,279.4,10,52,0,0,harmful,0.9739,
FUSED_BIRD_078_000069,1,0.678125,0.246094,0.715625,0.289062,0,0,0.7614,299.73,10,51,0,0,harmful,0.9739,
FUSED_BIRD_078_000070,0,0,0,0,0,0,0,0,289.92,10,51,0,0,harmful,0.9753,
FUSED_BIRD_078_000071,1,0.678125,0.25,0.715625,0.292969,0,0,0.647,279.74,10,51,0,0,harmful,0.9739,
FUSED_BIRD_078_000072,1,0.678125,0.246094,0.71875,0.292969,0,0,0.4542,299.83,10,50,0,0,harmful,0.9742,
FUSED_BIRD_078_000073,1,0.678125,0.246094,0.71875,0.289062,0,0,0.767,293.09,10,50,0,0,harmful,0.9752,
FUSED_BIRD_078_000074,1,0.678125,0.246094,0.71875,0.289062,0,0,0.7729,294.91,10,51,0,0,harmful,0.9739,
FUSED_BIRD_078_000075,1,0.678125,0.25,0.71875,0.292969,0,0,0.8092,282.17,10,52,0,0,harmful,0.9738,
FUSED_BIRD_078_000076,1,0.678125,0.25,0.71875,0.296875,0,0,0.8317,288.67,10,53,0,0,harmful,0.9761,
FUSED_BIRD_078_000077,1,0.678125,0.253906,0.71875,0.296875,0,0,0.7269,288.45,10,53,0,0,harmful,0.9739,
FUSED_BIRD_078_000078,1,0.678125,0.253906,0.71875,0.296875,0,0,0.6266,282.05,10,53,0,0,harmful,0.9741,
FUSED_BIRD_078_000079,1,0.678125,0.253906,0.71875,0.300781,0,0,0.804,344.64,10,53,0,0,harmful,0.9775,
FUSED_BIRD_078_000080,1,0.678125,0.253906,0.71875,0.300781,0,0,0.8039,294.13,10,51,0,0,harmful,0.9739,
FUSED_BIRD_078_000081,1,0.678125,0.253906,0.71875,0.300781,0,0,0.7818,291.29,10,52,0,0,harmful,0.9736,
FUSED_BIRD_078_000082,1,0.678125,0.257812,0.71875,0.304688,0,0,0.8258,287.56,10,52,0,0,harmful,0.9764,
FUSED_BIRD_078_000083,1,0.678125,0.257812,0.71875,0.304688,0,0,0.8005,289.04,10,53,0,0,harmful,0.9739,
FUSED_BIRD_078_000084,1,0.678125,0.261719,0.71875,0.304688,0,0,0.574,293.12,10,53,0,0,harmful,0.9736,
FUSED_BIRD_078_000085,1,0.678125,0.261719,0.71875,0.304688,0,0,0.388,282.42,10,53,0,0,harmful,0.9742,
FUSED_BIRD_078_000086,1,0.68125,0.261719,0.721875,0.304688,0,0,0.8284,290.11,10,52,0,0,harmful,0.9739,
FUSED_BIRD_078_000087,1,0.68125,0.261719,0.721875,0.304688,0,0,0.8017,284.78,10,51,0,0,harmful,0.9736,
FUSED_BIRD_078_000088,1,0.678125,0.261719,0.721875,0.308594,0,0,0.8037,283,10,52,0,0,harmful,0.9754,
FUSED_BIRD_078_000089,1,0.678125,0.265625,0.721875,0.308594,0,0,0.8246,287.71,10,51,0,0,harmful,0.9735,
FUSED_BIRD_078_000090,1,0.675,0.265625,0.71875,0.308594,0,0,0.5111,287.66,10,52,0,0,harmful,0.9739,
FUSED_BIRD_078_000091,1,0.678125,0.265625,0.71875,0.308594,0,0,0.8442,283.57,10,52,0,0,harmful,0.9754,
FUSED_BIRD_078_000092,1,0.678125,0.265625,0.721875,0.308594,0,0,0.588,282.62,10,52,0,0,harmful,0.9735,
FUSED_BIRD_078_000093,1,0.678125,0.265625,0.71875,0.308594,0,0,0.8428,282.94,10,52,0,0,harmful,0.9733,
FUSED_BIRD_078_000094,1,0.68125,0.265625,0.721875,0.3125,0,0,0.8293,283.44,10,53,0,0,harmful,0.9742,
FUSED_BIRD_078_000095,1,0.68125,0.265625,0.721875,0.3125,0,0,0.8125,290.98,10,53,0,0,harmful,0.9735,
FUSED_BIRD_078_000096,1,0.684375,0.269531,0.721875,0.316406,0,0,0.8258,289.11,10,53,0,0,harmful,0.9738,
FUSED_BIRD_078_000097,1,0.684375,0.269531,0.721875,0.3125,0,0,0.8068,284.23,10,53,0,0,harmful,0.9759,
FUSED_BIRD_078_000098,1,0.684375,0.269531,0.721875,0.3125,0,0,0.8083,295.39,10,54,0,0,harmful,0.9735,
FUSED_BIRD_078_000099,1,0.6875,0.269531,0.725,0.3125,0,0,0.8069,293.77,11,54,0,0,harmful,0.9738,
FUSED_BIRD_078_000100,0,0,0,0,0,0,0,0,287.04,11,54,0,0,harmful,0.9748,
FUSED_BIRD_078_000101,1,0.684375,0.273438,0.721875,0.316406,0,0,0.6784,292.08,11,54,0,0,harmful,0.9735,
FUSED_BIRD_078_000102,1,0.684375,0.273438,0.725,0.316406,0,0,0.796,280.19,11,55,0,0,harmful,0.9741,
FUSED_BIRD_078_000103,1,0.684375,0.273438,0.721875,0.316406,0,0,0.7329,289.56,11,54,0,0,harmful,0.9749,
FUSED_BIRD_078_000104,0,0,0,0,0,0,0,0,287.41,11,54,0,0,harmful,0.9735,
FUSED_BIRD_078_000105,1,0.684375,0.273438,0.725,0.316406,0,0,0.8414,313.22,11,53,0,0,harmful,0.9741,
FUSED_BIRD_078_000106,1,0.684375,0.273438,0.725,0.320312,0,0,0.822,281.62,11,51,0,0,harmful,0.9758,
FUSED_BIRD_078_000107,1,0.6875,0.273438,0.725,0.320312,0,0,0.811,291.11,11,52,0,0,harmful,0.9735,
FUSED_BIRD_078_000108,1,0.684375,0.28125,0.725,0.324219,0,0,0.829,283.25,11,52,0,0,harmful,0.974,
FUSED_BIRD_078_000109,1,0.684375,0.277344,0.725,0.324219,0,0,0.8319,286.38,11,52,0,0,harmful,0.9742,
FUSED_BIRD_078_000110,1,0.684375,0.28125,0.725,0.324219,0,0,0.8232,300.11,11,52,0,0,harmful,0.9735,
FUSED_BIRD_078_000111,1,0.684375,0.277344,0.725,0.324219,0,0,0.8314,286.55,11,53,0,0,harmful,0.9744,
FUSED_BIRD_078_000112,1,0.684375,0.277344,0.725,0.324219,0,0,0.8639,290.12,11,53,0,0,harmful,0.9757,
FUSED_BIRD_078_000113,1,0.6875,0.277344,0.728125,0.324219,0,0,0.8517,289.09,11,52,0,0,harmful,0.9735,
FUSED_BIRD_078_000114,1,0.6875,0.28125,0.728125,0.324219,0,0,0.622,291.06,11,52,0,0,harmful,0.974,
FUSED_BIRD_078_000115,1,0.6875,0.28125,0.728125,0.324219,0,0,0.6772,289.68,11,53,0,0,harmful,0.9754,
FUSED_BIRD_078_000116,0,0,0,0,0,0,0,0,287.24,11,55,0,0,harmful,0.9735,
FUSED_BIRD_078_000117,1,0.6875,0.28125,0.728125,0.324219,0,0,0.6312,282.12,11,54,0,0,harmful,0.9738,
FUSED_BIRD_078_000118,0,0,0,0,0,0,0,0,289.84,11,54,0,0,harmful,0.9745,
FUSED_BIRD_078_000119,0,0,0,0,0,0,0,0,286.63,11,54,0,0,harmful,0.9735,
FUSED_BIRD_078_000120,1,0.69375,0.296875,0.734375,0.34375,0,0,0.8239,281.68,11,53,0,0,harmful,0.974,
FUSED_BIRD_078_000121,1,0.690625,0.296875,0.73125,0.339844,0,0,0.8059,294.2,11,53,0,0,harmful,0.9356,
FUSED_BIRD_078_000122,1,0.69375,0.296875,0.734375,0.34375,0,0,0.8241,291.66,11,52,0,0,harmful,0.9737,
FUSED_BIRD_078_000123,1,0.69375,0.300781,0.73125,0.34375,0,0,0.8497,290.31,11,52,0,0,harmful,0.9737,
FUSED_BIRD_078_000124,1,0.69375,0.304688,0.734375,0.347656,0,0,0.8003,282.14,10,53,0,0,harmful,0.9476,
FUSED_BIRD_078_000125,1,0.69375,0.304688,0.73125,0.347656,0,0,0.7203,290.53,10,53,0,0,harmful,0.9737,
FUSED_BIRD_078_000126,1,0.69375,0.304688,0.734375,0.347656,0,0,0.8012,288.61,10,53,0,0,harmful,0.9741,
FUSED_BIRD_078_000127,1,0.69375,0.304688,0.73125,0.347656,0,0,0.602,288.2,10,51,0,0,harmful,0.9269,
FUSED_BIRD_078_000128,1,0.69375,0.304688,0.734375,0.347656,0,0,0.8031,282.39,10,51,0,0,harmful,0.9737,
FUSED_BIRD_078_000129,1,0.69375,0.304688,0.734375,0.347656,0,0,0.8403,287.54,10,51,0,0,harmful,0.974,
FUSED_BIRD_078_000130,1,0.69375,0.308594,0.734375,0.355469,0,0,0.8142,282.56,10,51,0,0,harmful,0.93,
FUSED_BIRD_078_000131,1,0.696875,0.3125,0.734375,0.355469,0,0,0.8293,294.15,10,51,0,0,harmful,0.9737,
FUSED_BIRD_078_000132,1,0.69375,0.3125,0.734375,0.355469,0,0,0.7778,282.34,10,51,0,0,harmful,0.9739,
FUSED_BIRD_078_000133,1,0.69375,0.3125,0.734375,0.355469,0,0,0.8341,284.4,10,51,0,0,harmful,0.9081,
FUSED_BIRD_078_000134,1,0.69375,0.3125,0.734375,0.355469,0,0,0.8353,289.28,10,50,0,0,harmful,0.9737,
FUSED_BIRD_078_000135,1,0.69375,0.3125,0.734375,0.355469,0,0,0.8101,287.28,10,51,0,0,harmful,0.974,
FUSED_BIRD_078_000136,1,0.69375,0.320312,0.734375,0.363281,0,0,0.6775,281.45,10,51,0,0,harmful,0.9387,
FUSED_BIRD_078_000137,1,0.69375,0.316406,0.734375,0.359375,0,0,0.8019,281.38,10,52,0,0,harmful,0.9737,
FUSED_BIRD_078_000138,1,0.69375,0.324219,0.734375,0.367188,0,0,0.777,287.77,10,51,0,0,harmful,0.974,
FUSED_BIRD_078_000139,1,0.69375,0.324219,0.734375,0.367188,0,0,0.856,298.59,10,51,0,0,harmful,0.8735,
FUSED_BIRD_078_000140,1,0.69375,0.324219,0.734375,0.367188,0,0,0.7098,281.87,10,51,0,0,harmful,0.9737,
FUSED_BIRD_078_000141,1,0.69375,0.324219,0.734375,0.367188,0,0,0.7786,292.04,10,51,0,0,harmful,0.9738,
FUSED_BIRD_078_000142,1,0.69375,0.324219,0.73125,0.371094,0,0,0.6832,282.23,10,52,0,0,harmful,0.9191,
FUSED_BIRD_078_000143,0,0,0,0,0,0,0,0,281.99,10,52,0,0,harmful,0.9737,
FUSED_BIRD_078_000144,1,0.69375,0.328125,0.73125,0.375,0,0,0.6662,281.29,10,52,0,0,harmful,0.974,
FUSED_BIRD_078_000145,1,0.69375,0.332031,0.73125,0.375,0,0,0.7684,291.71,10,50,0,0,harmful,0.91,
FUSED_BIRD_078_000146,1,0.69375,0.332031,0.73125,0.375,0,0,0.7591,289.47,10,49,0,0,harmful,0.9737,
FUSED_BIRD_078_000147,1,0.69375,0.328125,0.73125,0.375,0,0,0.6579,283.85,10,49,0,0,harmful,0.974,
FUSED_BIRD_078_000148,0,0,0,0,0,0,0,0,299.2,10,50,0,0,harmful,0.9024,
FUSED_BIRD_078_000149,1,0.690625,0.339844,0.73125,0.382812,0,0,0.6956,291.9,10,52,0,0,harmful,0.9737,
FUSED_BIRD_078_000150,1,0.690625,0.339844,0.73125,0.382812,0,0,0.5392,293.05,10,52,0,0,harmful,0.9739,
FUSED_BIRD_078_000151,1,0.690625,0.34375,0.73125,0.382812,0,0,0.685,290.38,10,52,0,0,harmful,0.8898,
FUSED_BIRD_078_000152,1,0.690625,0.339844,0.73125,0.382812,0,0,0.5369,283.26,10,52,0,0,harmful,0.9737,
FUSED_BIRD_078_000153,1,0.69375,0.339844,0.73125,0.382812,0,0,0.8029,291.75,10,52,0,0,harmful,0.9739,
FUSED_BIRD_078_000154,1,0.690625,0.347656,0.73125,0.390625,0,0,0.5841,290.56,11,51,0,0,none,0,
FUSED_BIRD_078_000155,0,0,0,0,0,0,0,0,287.4,11,51,0,0,normal,0.0336,
FUSED_BIRD_078_000156,1,0.6875,0.355469,0.728125,0.398438,0,0,0.7513,283.69,11,51,0,0,normal,0.029,
FUSED_BIRD_078_000157,0,0,0,0,0,0,0,0,295.81,11,52,0,0,none,0,
FUSED_BIRD_078_000158,0,0,0,0,0,0,0,0,314.77,11,53,0,0,normal,0.0336,
FUSED_BIRD_078_000159,0,0,0,0,0,0,0,0,283.07,11,53,0,0,normal,0.0296,
FUSED_BIRD_078_000160,0,0,0,0,0,0,0,0,281.65,11,53,0,0,none,0,
FUSED_BIRD_078_000161,0,0,0,0,0,0,0,0,331.9,11,53,0,0,normal,0.0336,
FUSED_BIRD_078_000162,0,0,0,0,0,0,0,0,282.31,11,53,0,0,normal,0.0295,
FUSED_BIRD_078_000163,0,0,0,0,0,0,0,0,284.54,11,53,0,0,none,0,
FUSED_BIRD_078_000164,0,0,0,0,0,0,0,0,293.4,11,54,0,0,normal,0.0336,
FUSED_BIRD_078_000165,0,0,0,0,0,0,0,0,285.81,11,54,0,0,normal,0.0294,
FUSED_BIRD_078_000166,0,0,0,0,0,0,0,0,282.04,11,54,0,0,none,0,
FUSED_BIRD_078_000167,0,0,0,0,0,0,0,0,298.48,11,54,0,0,normal,0.0336,
FUSED_BIRD_078_000168,0,0,0,0,0,0,0,0,280.34,11,54,0,0,normal,0.0296,
FUSED_BIRD_078_000169,0,0,0,0,0,0,0,0,283.65,11,54,0,0,none,0,
FUSED_BIRD_078_000170,0,0,0,0,0,0,0,0,287.97,11,54,0,0,normal,0.0336,
FUSED_BIRD_078_000171,0,0,0,0,0,0,0,0,288.47,11,54,0,0,normal,0.0294,
FUSED_BIRD_078_000172,0,0,0,0,0,0,0,0,287.15,11,54,0,0,none,0,
FUSED_BIRD_078_000173,0,0,0,0,0,0,0,0,288.78,11,54,0,0,normal,0.0336,
FUSED_BIRD_078_000174,0,0,0,0,0,0,0,0,281.41,11,54,0,0,normal,0.0292,
FUSED_BIRD_078_000175,0,0,0,0,0,0,0,0,278.94,11,54,0,0,none,0,
FUSED_BIRD_078_000176,0,0,0,0,0,0,0,0,288.8,11,54,0,0,normal,0.0336,
FUSED_BIRD_078_000177,0,0,0,0,0,0,0,0,281.39,11,54,0,0,normal,0.0291,
FUSED_BIRD_078_000178,0,0,0,0,0,0,0,0,287.88,11,54,0,0,none,0,
FUSED_BIRD_078_000179,0,0,0,0,0,0,0,0,281.23,11,52,0,0,normal,0.0336,
FUSED_BIRD_078_000180,0,0,0,0,0,0,0,0,295.45,11,52,0,0,normal,0.0296,
FUSED_BIRD_078_000181,0,0,0,0,0,0,0,0,282.38,10,52,0,0,none,0,
FUSED_BIRD_078_000182,0,0,0,0,0,0,0,0,281.57,10,52,0,0,normal,0.0336,
FUSED_BIRD_078_000183,0,0,0,0,0,0,0,0,290.25,10,52,0,0,normal,0.0303,
FUSED_BIRD_078_000184,0,0,0,0,0,0,0,0,288.94,10,53,0,0,none,0,
FUSED_BIRD_078_000185,0,0,0,0,0,0,0,0,281.23,10,53,0,0,normal,0.0336,
FUSED_BIRD_078_000186,0,0,0,0,0,0,0,0,281.41,10,54,0,0,normal,0.0296,
FUSED_BIRD_078_000187,0,0,0,0,0,0,0,0,282.38,10,53,0,0,none,0,
FUSED_BIRD_078_000188,0,0,0,0,0,0,0,0,299.06,10,51,0,0,normal,0.0336,
FUSED_BIRD_078_000189,0,0,0,0,0,0,0,0,282.87,10,51,0,0,normal,0.0299,
FUSED_BIRD_078_000190,0,0,0,0,0,0,0,0,287.34,10,52,0,0,none,0,
FUSED_BIRD_078_000191,0,0,0,0,0,0,0,0,290.63,10,52,0,0,normal,0.0336,
FUSED_BIRD_078_000192,1,0.66875,0.421875,0.703125,0.453125,0,0,0.6192,288.92,10,52,0,0,normal,0.0301,
FUSED_BIRD_078_000193,0,0,0,0,0,0,0,0,287.03,10,53,0,0,none,0,
FUSED_BIRD_078_000194,0,0,0,0,0,0,0,0,283.79,10,52,0,0,normal,0.0336,
FUSED_BIRD_078_000195,0,0,0,0,0,0,0,0,281.13,10,51,0,0,normal,0.0296,
FUSED_BIRD_078_000196,1,0.66875,0.429688,0.7,0.457031,0,0,0.7351,291.23,10,51,0,0,none,0,
FUSED_BIRD_078_000197,1,0.66875,0.429688,0.703125,0.457031,0,0,0.7488,289.03,10,51,0,0,normal,0.0336,
FUSED_BIRD_078_000198,0,0,0,0,0,0,0,0,290.62,10,51,0,0,normal,0.0297,
FUSED_BIRD_078_000199,1,0.66875,0.429688,0.7,0.457031,0,0,0.7336,288.54,10,52,0,0,none,0,
FUSED_BIRD_078_000200,1,0.66875,0.429688,0.7,0.457031,0,0,0.7337,282.77,10,52,0,0,normal,0.0336,
FUSED_BIRD_078_000201,0,0,0,0,0,0,0,0,284.23,10,51,0,0,normal,0.0299,
FUSED_BIRD_078_000202,1,0.66875,0.4375,0.7,0.464844,0,0,0.7432,291.62,10,51,0,0,none,0,
FUSED_BIRD_078_000203,1,0.66875,0.4375,0.7,0.460938,0,0,0.7586,290.98,10,51,0,0,normal,0.0336,
FUSED_BIRD_078_000204,1,0.66875,0.4375,0.7,0.464844,0,0,0.5435,329.09,10,52,0,0,normal,0.0294,
FUSED_BIRD_078_000205,1,0.66875,0.4375,0.7,0.464844,0,0,0.7272,286.26,10,52,0,0,none,0,
FUSED_BIRD_078_000206,1,0.66875,0.441406,0.7,0.464844,0,0,0.5931,283.34,10,52,0,0,normal,0.0336,
FUSED_BIRD_078_000207,1,0.66875,0.4375,0.7,0.464844,0,0,0.7274,286.57,10,52,0,0,normal,0.0303,
FUSED_BIRD_078_000208,1,0.66875,0.441406,0.696875,0.46875,0,0,0.4885,282.99,10,50,0,0,none,0,
FUSED_BIRD_078_000209,1,0.66875,0.441406,0.696875,0.472656,0,0,0.6087,288.22,10,51,0,0,normal,0.0336,
FUSED_BIRD_078_000210,1,0.66875,0.445312,0.696875,0.472656,0,0,0.729,281.63,10,52,0,0,normal,0.0299,
FUSED_BIRD_078_000211,1,0.66875,0.445312,0.696875,0.472656,0,0,0.7198,293.12,10,54,0,0,none,0,
FUSED_BIRD_078_000212,1,0.66875,0.445312,0.696875,0.472656,0,0,0.7284,282.23,10,55,0,0,normal,0.0336,
FUSED_BIRD_078_000213,1,0.66875,0.445312,0.696875,0.472656,0,0,0.7322,295.56,10,55,0,0,normal,0.0297,
FUSED_BIRD_078_000214,1,0.66875,0.445312,0.7,0.476562,0,0,0.7175,299.16,10,55,0,0,none,0,
FUSED_BIRD_078_000215,1,0.66875,0.445312,0.696875,0.472656,0,0,0.7138,291.12,10,57,0,0,normal,0.0336,
FUSED_BIRD_078_000216,1,0.66875,0.445312,0.696875,0.472656,0,0,0.7148,284.89,10,58,0,0,normal,0.0297,
FUSED_BIRD_078_000217,1,0.66875,0.445312,0.696875,0.472656,0,0,0.7151,283.35,10,58,0,0,none,0,
FUSED_BIRD_078_000218,1,0.66875,0.445312,0.696875,0.472656,0,0,0.7081,291.5,10,59,0,0,normal,0.0318,
FUSED_BIRD_078_000219,1,0.66875,0.445312,0.696875,0.472656,0,0,0.7149,289.35,11,61,0,0,normal,0.0267,
FUSED_BIRD_078_000220,1,0.66875,0.449219,0.7,0.476562,0,0,0.7027,282.56,11,62,0,0,none,0,
FUSED_BIRD_078_000221,1,0.66875,0.449219,0.7,0.480469,0,0,0.7008,282.69,11,62,0,0,normal,0.0318,
FUSED_BIRD_078_000222,1,0.665625,0.449219,0.7,0.480469,0,0,0.6653,282.52,11,61,0,0,normal,0.0293,
FUSED_BIRD_078_000223,1,0.665625,0.453125,0.696875,0.480469,0,0,0.6601,287.85,11,61,0,0,none,0,
FUSED_BIRD_078_000224,1,0.665625,0.453125,0.696875,0.480469,0,0,0.6599,288.08,11,63,0,0,normal,0.0318,
FUSED_BIRD_078_000225,1,0.665625,0.449219,0.7,0.480469,0,0,0.6149,285.44,11,64,0,0,normal,0.0277,
FUSED_BIRD_078_000226,1,0.66875,0.457031,0.696875,0.484375,0,0,0.6655,290.31,11,64,0,0,none,0,
FUSED_BIRD_078_000227,1,0.66875,0.457031,0.696875,0.484375,0,0,0.6506,286.59,11,66,0,0,normal,0.0318,
FUSED_BIRD_078_000228,1,0.665625,0.457031,0.696875,0.484375,0,0,0.652,289.83,11,67,0,0,normal,0.0299,
FUSED_BIRD_078_000229,1,0.665625,0.457031,0.696875,0.484375,0,0,0.6778,282.11,11,67,0,0,none,0,
FUSED_BIRD_078_000230,1,0.665625,0.457031,0.696875,0.484375,0,0,0.6212,281.97,11,67,0,0,normal,0.0318,
FUSED_BIRD_078_000231,1,0.66875,0.457031,0.696875,0.484375,0,0,0.6521,283.84,11,68,0,0,normal,0.0311,
FUSED_BIRD_078_000232,1,0.665625,0.460938,0.696875,0.488281,0,0,0.6787,295.56,11,68,0,0,none,0,
FUSED_BIRD_078_000233,1,0.665625,0.460938,0.696875,0.488281,0,0,0.597,288.5,11,70,0,0,normal,0.0318,
FUSED_BIRD_078_000234,1,0.665625,0.460938,0.696875,0.492188,0,0,0.681,288.25,11,70,0,0,normal,0.0261,
FUSED_BIRD_078_000235,1,0.665625,0.460938,0.696875,0.492188,0,0,0.7143,283.19,11,71,0,0,none,0,
FUSED_BIRD_078_000236,1,0.665625,0.464844,0.696875,0.492188,0,0,0.7171,293.72,11,72,0,0,normal,0.0318,
FUSED_BIRD_078_000237,1,0.665625,0.464844,0.696875,0.492188,0,0,0.6811,281.95,11,73,0,0,normal,0.0281,
FUSED_BIRD_078_000238,1,0.665625,0.464844,0.696875,0.496094,0,0,0.4899,287.4,11,74,0,0,none,0,
FUSED_BIRD_078_000239,0,0,0,0,0,0,0,0,281.66,11,74,0,0,normal,0.0318,
FUSED_BIRD_078_000240,0,0,0,0,0,0,0,0,280.94,11,74,0,0,normal,0.0312,
FUSED_BIRD_078_000241,0,0,0,0,0,0,0,0,298.36,11,74,0,0,none,0,
FUSED_BIRD_078_000242,1,0.665625,0.46875,0.696875,0.5,0,0,0.6004,286.02,11,74,0,0,normal,0.0318,
FUSED_BIRD_078_000243,0,0,0,0,0,0,0,0,286.06,11,74,0,0,normal,0.0311,
FUSED_BIRD_078_000244,1,0.665625,0.472656,0.696875,0.503906,0,0,0.3778,291.12,11,74,0,0,none,0,
FUSED_BIRD_078_000245,1,0.665625,0.472656,0.696875,0.503906,0,0,0.3051,282.86,11,75,0,0,normal,0.0318,
FUSED_BIRD_078_000246,1,0.665625,0.472656,0.696875,0.503906,0,0,0.3395,295.07,11,74,0,0,normal,0.0269,
FUSED_BIRD_078_000247,0,0,0,0,0,0,0,0,290.39,11,74,0,0,none,0,
FUSED_BIRD_078_000248,1,0.66875,0.472656,0.696875,0.503906,0,0,0.6393,294.66,11,73,0,0,normal,0.0318,
FUSED_BIRD_078_000249,1,0.665625,0.472656,0.696875,0.503906,0,0,0.3262,282.44,11,73,0,0,normal,0.0287,
FUSED_BIRD_078_000250,0,0,0,0,0,0,0,0,281.07,11,73,0,0,none,0,
FUSED_BIRD_078_000251,0,0,0,0,0,0,0,0,282.39,11,74,0,0,normal,0.031,
FUSED_BIRD_078_000252,1,0.6625,0.480469,0.7,0.519531,0,0,0.3503,282.44,11,74,0,0,normal,0.0353,
FUSED_BIRD_078_000253,1,0.665625,0.480469,0.696875,0.515625,0,0,0.3226,296.73,11,74,0,0,none,0,
FUSED_BIRD_078_000254,1,0.6625,0.480469,0.7,0.519531,0,0,0.3459,285.61,11,74,0,0,normal,0.031,
FUSED_BIRD_078_000255,1,0.6625,0.480469,0.7,0.515625,0,0,0.2552,287.92,11,74,0,0,normal,0.0357,
FUSED_BIRD_078_000256,1,0.6625,0.488281,0.7,0.523438,0,0,0.4591,289.02,11,74,0,0,none,0,
FUSED_BIRD_078_000257,1,0.665625,0.488281,0.696875,0.515625,0,0,0.6366,290.62,11,74,0,0,normal,0.031,
FUSED_BIRD_078_000258,1,0.6625,0.488281,0.7,0.523438,0,0,0.4702,296.43,11,74,0,0,normal,0.0317,
FUSED_BIRD_078_000259,1,0.665625,0.488281,0.696875,0.519531,0,0,0.5551,288.32,11,74,0,0,none,0,
FUSED_BIRD_078_000260,1,0.6625,0.488281,0.7,0.523438,0,0,0.4502,285.21,11,74,0,0,normal,0.031,
FUSED_BIRD_078_000261,1,0.665625,0.488281,0.696875,0.519531,0,0,0.617,282.64,11,74,0,0,normal,0.0371,
FUSED_BIRD_078_000262,0,0,0,0,0,0,0,0,301.12,11,74,0,0,none,0,
FUSED_BIRD_078_000263,1,0.66875,0.492188,0.696875,0.519531,0,0,0.7103,282.41,11,74,0,0,normal,0.031,
FUSED_BIRD_078_000264,0,0,0,0,0,0,0,0,293.34,11,74,0,0,normal,0.0331,
FUSED_BIRD_078_000265,0,0,0,0,0,0,0,0,281.83,11,74,0,0,none,0,
FUSED_BIRD_078_000266,0,0,0,0,0,0,0,0,288.55,11,74,0,0,normal,0.031,
FUSED_BIRD_078_000267,0,0,0,0,0,0,0,0,291.12,11,74,0,0,normal,0.0305,
FUSED_BIRD_078_000268,1,0.6625,0.5,0.69375,0.53125,0,0,0.4065,281.93,11,74,0,0,none,0,
FUSED_BIRD_078_000269,0,0,0,0,0,0,0,0,285.11,11,74,0,0,normal,0.031,
FUSED_BIRD_078_000270,0,0,0,0,0,0,0,0,288.27,11,74,0,0,normal,0.0317,
